152,16,0
122,26,1
85,29,1
171,6,0
87,26,3
163,18,2
183,22,3
24,14,1
104,12,1
176,13,1
50,23,3
159,19,0
4,7,3
87,18,3
78,20,0
125,16,3
79,1,2
107,11,1
154,3,2
72,14,0
19,9,1
52,29,2
188,23,1
97,20,0
34,28,1
141,29,1
39,18,1
16,15,2
13,25,2
165,27,3
173,11,0
148,15,3
151,11,0
161,14,3
143,22,1
38,9,1
175,19,3
127,9,3
25,21,3
29,3,0
168,3,0
181,14,3
56,17,0
9,18,2
106,23,3
111,15,1
126,24,3
17,1,1
152,2,1
174,29,1
142,22,1
99,15,2
65,4,0
51,11,2
91,14,1
17,25,2
75,6,3
42,3,1
84,11,1
98,16,0
74,7,0
33,8,3
120,14,1
125,5,3
51,8,0
48,6,2
90,6,3
119,14,0
121,15,3
42,9,0
83,24,0
115,27,0
122,2,1
169,9,1
70,15,2
141,5,1
96,10,2
169,27,3
41,17,2
129,28,2
188,15,3
55,9,1
171,4,3
69,18,3
1,29,2
169,24,3
5,1,1
67,6,2
14,17,0
28,20,2
152,16,3
49,1,0
53,27,3
144,13,0
106,7,1
99,18,0
131,10,1
16,26,0
19,10,2
68,20,2
