148,3,3
114,13,0
27,21,3
71,1,0
176,29,0
28,5,3
51,5,3
178,16,3
119,21,1
158,18,0
179,12,1
77,9,3
22,8,3
24,12,3
78,21,0
49,24,3
164,13,0
15,7,1
87,10,1
164,5,0
93,11,1
147,18,1
8,19,2
57,14,0
85,3,2
21,5,3
54,6,2
167,14,3
130,2,0
154,7,3
87,29,2
120,16,0
101,16,3
2,12,0
4,29,1
66,10,1
161,15,3
64,20,1
27,8,3
4,2,1
3,14,1
41,19,0
182,20,0
62,1,1
109,12,1
73,14,1
121,10,3
176,20,2
69,21,1
133,28,1
134,20,3
28,12,2
93,20,3
89,22,2
174,14,1
143,21,1
56,12,2
20,13,0
185,14,0
65,9,1
41,5,0
105,19,2
6,29,1
79,22,2
29,27,0
106,18,1
65,25,1
116,0,0
74,17,0
172,22,1
108,3,0
182,19,0
12,0,2
143,10,3
66,2,1
175,2,3
104,12,3
107,2,2
89,10,1
158,7,1
35,14,3
110,17,1
160,24,1
174,16,3
52,5,3
162,27,1
163,4,0
76,16,0
88,14,3
16,19,2
59,24,0
104,19,2
160,22,1
70,19,2
37,20,2
12,4,1
166,17,0
85,2,2
139,27,1
178,5,2
