18,11,3
24,11,2
9,1,1
34,10,1
46,12,1
26,19,1
24,1,1
49,16,1
56,4,0
36,7,1
51,9,0
39,6,2
23,4,0
21,4,0
10,1,3
31,12,3
43,0,3
3,13,3
7,3,1
21,14,3
24,15,0
36,6,2
58,4,3
6,8,2
47,4,0
49,16,1
49,2,0
33,11,1
12,10,0
18,4,2
59,1,3
24,14,3
15,11,3
10,1,1
55,9,1
60,10,2
56,17,1
39,12,2
36,7,2
54,8,2
30,5,0
54,4,0
64,18,2
38,18,3
20,6,1
42,3,2
58,11,0
27,17,3
3,17,0
62,6,1
49,12,3
35,14,1
25,12,2
56,3,1
53,16,3
39,10,2
40,0,1
15,16,3
7,15,1
12,6,3
38,3,2
34,0,1
42,4,2
56,17,3
64,18,1
50,4,1
18,3,0
30,0,3
29,10,1
6,18,1
11,4,3
52,2,0
30,13,3
58,9,2
19,5,0
5,9,1
8,4,0
54,13,1
62,14,3
52,3,3
17,5,1
66,16,1
51,14,3
12,15,2
18,5,3
11,0,1
28,4,0
14,15,1
57,2,2
15,2,3
27,16,3
48,10,2
46,1,1
63,10,3
11,11,1
9,5,0
62,14,3
27,15,3
6,13,1
8,0,0
