105,5,3
157,21,0
83,11,1
157,9,0
67,6,2
174,25,1
16,28,3
24,19,0
11,20,1
77,26,2
101,14,3
92,21,2
136,12,0
7,20,0
49,25,3
87,13,0
140,3,0
141,9,1
94,19,0
104,15,3
162,17,0
83,18,1
122,27,0
34,25,0
32,7,1
81,18,3
4,9,2
13,8,0
150,5,2
166,5,3
139,13,0
4,22,2
156,24,0
111,8,0
121,2,3
68,23,0
71,1,0
61,0,2
48,13,0
18,22,0
114,8,0
119,15,0
145,11,0
64,18,2
139,16,2
67,13,0
14,13,0
51,13,3
103,24,1
15,9,3
41,19,1
19,22,2
67,27,0
136,6,1
25,26,3
100,23,2
135,4,3
60,14,1
104,3,1
10,3,1
56,18,2
23,14,0
39,11,0
39,1,3
68,11,1
123,7,0
134,5,1
3,4,2
167,29,1
161,8,0
119,0,2
16,1,1
131,29,0
9,7,1
28,3,0
102,13,1
72,3,3
25,16,2
141,17,2
124,15,0
133,28,3
40,16,2
78,29,0
20,23,3
104,29,2
114,23,1
148,9,1
131,17,0
90,14,3
129,6,0
63,25,1
89,5,0
158,28,3
57,24,3
81,10,2
152,19,2
36,6,3
36,25,2
108,11,3
87,12,2
