32,0,3
12,17,3
9,8,1
9,9,0
31,7,3
51,12,0
56,8,2
67,0,1
24,3,0
33,2,0
36,18,3
37,4,1
22,17,2
0,18,0
49,17,3
63,11,1
23,19,1
3,3,1
62,8,3
50,0,3
14,12,1
63,1,0
58,13,1
44,9,0
7,9,1
16,10,1
7,3,0
44,5,2
0,19,2
59,2,3
46,4,1
53,6,0
1,10,0
25,6,3
38,1,2
36,8,2
41,11,1
22,14,1
67,18,0
52,16,1
42,5,3
33,5,0
31,1,3
5,7,2
17,1,1
3,9,1
26,1,0
3,7,0
46,1,1
60,3,2
31,9,0
3,12,0
12,16,2
59,10,0
26,16,0
30,12,0
14,4,0
37,16,3
4,15,0
49,1,1
29,18,2
56,1,0
21,17,1
7,14,0
14,7,1
20,8,1
9,12,3
9,4,3
40,19,3
21,16,3
34,13,1
16,17,2
45,13,1
8,2,3
13,16,2
61,9,0
56,15,3
42,8,3
49,13,0
11,8,3
39,19,2
22,8,3
8,16,1
15,16,2
52,11,2
35,6,2
27,5,1
57,2,0
65,3,1
32,9,3
8,0,0
26,4,1
55,11,2
36,5,3
44,15,1
45,19,1
37,17,2
24,12,0
53,11,3
20,4,0
