7,14,1
64,7,1
32,17,1
37,5,2
42,0,2
61,11,3
41,7,3
65,10,1
55,5,1
30,16,3
49,7,0
5,4,2
46,11,3
13,13,3
43,11,1
3,9,2
24,17,0
20,11,0
47,5,1
9,14,0
20,5,1
34,16,2
27,14,1
48,17,0
10,5,3
11,15,1
55,19,2
23,1,0
9,19,0
24,12,2
51,10,3
20,14,0
20,13,2
7,9,1
1,5,0
43,13,0
37,14,3
7,6,0
58,6,2
48,11,0
25,5,3
2,1,2
40,8,3
54,3,2
26,17,1
19,5,1
36,7,2
51,8,3
58,18,0
23,2,2
54,7,0
3,15,3
34,16,0
37,6,3
47,12,3
55,4,1
31,4,3
53,18,3
26,4,1
50,0,1
11,17,0
42,16,3
5,15,3
33,13,1
54,2,3
48,5,3
4,6,1
29,12,2
25,9,1
57,15,0
15,10,0
0,17,3
30,16,3
36,14,1
15,3,0
8,7,1
10,10,2
22,17,0
49,1,1
22,4,2
33,0,2
5,19,1
20,18,0
12,1,1
6,8,0
34,19,1
57,19,0
41,1,2
63,5,2
0,15,2
31,9,1
51,18,1
14,17,2
0,0,2
1,12,3
7,0,3
66,13,2
50,13,0
48,9,3
28,10,3
