36,9,2
27,12,3
23,16,0
46,13,0
23,0,1
51,18,2
16,8,3
64,6,2
30,16,3
7,5,2
32,14,2
26,12,0
5,15,2
8,10,1
63,18,0
27,2,0
13,16,0
0,11,3
55,6,3
62,13,1
33,4,2
36,8,0
42,11,2
43,8,1
29,11,1
66,9,3
19,12,2
21,6,2
51,0,1
43,18,0
33,9,3
62,2,2
17,13,1
46,14,1
66,15,1
64,4,2
61,11,1
38,3,1
3,12,3
14,9,3
25,12,1
7,19,1
2,6,2
23,7,2
45,10,1
21,2,3
1,16,2
63,17,3
8,19,1
28,13,1
55,17,0
58,18,0
33,8,0
55,13,2
12,2,2
19,9,1
52,5,1
19,8,0
56,13,3
35,12,1
47,17,2
13,10,1
28,18,3
42,0,1
38,8,0
70,16,0
8,8,3
8,16,2
14,18,3
61,18,0
3,15,0
14,3,0
61,7,3
59,5,2
62,6,0
56,17,2
43,2,0
21,19,3
66,13,2
56,2,1
31,0,3
0,1,0
63,19,0
44,1,1
4,3,1
12,6,2
54,4,2
56,5,0
18,9,0
13,1,2
9,12,3
12,9,2
24,19,2
71,14,0
63,11,0
50,17,1
16,19,2
57,0,2
15,10,3
53,0,0
