122,28,2
18,0,3
101,17,1
179,20,2
60,5,0
26,13,1
144,14,0
98,14,0
152,17,1
51,26,1
85,10,0
158,22,3
96,28,0
65,10,3
13,11,1
177,19,2
168,24,2
100,15,3
45,8,0
5,23,1
129,26,1
44,25,2
39,28,2
158,10,3
147,24,1
64,12,1
168,15,3
135,25,1
180,7,3
95,21,0
7,21,0
45,10,2
92,5,0
18,9,3
23,27,2
161,26,3
184,20,3
29,21,3
54,7,3
168,26,2
38,25,0
104,14,3
113,19,1
35,8,1
145,11,0
89,11,0
57,23,2
13,10,0
139,14,1
67,13,2
94,29,0
9,15,1
49,25,0
170,7,1
148,4,3
142,0,2
153,15,3
3,13,0
51,12,0
48,10,2
154,15,2
140,23,0
70,18,1
39,21,3
14,15,1
106,14,3
49,29,3
64,4,2
177,20,1
24,9,2
158,25,1
18,26,2
164,9,2
123,13,2
17,18,3
47,15,3
125,13,1
108,11,0
78,12,0
42,10,2
122,17,3
61,7,1
165,29,0
7,2,3
77,29,3
112,21,1
53,2,1
174,6,2
18,4,0
1,20,2
116,1,1
76,3,3
140,5,3
22,16,1
139,27,2
175,14,3
46,2,2
119,13,3
165,21,1
106,2,3
