63,16,0
110,25,1
26,18,1
36,29,0
128,18,3
14,9,3
12,16,3
169,7,2
150,19,1
12,8,0
57,25,3
115,11,0
91,10,0
65,13,1
129,5,1
159,22,3
130,23,2
18,0,1
12,21,2
102,3,0
43,22,3
31,6,0
70,23,3
144,8,0
153,0,2
146,9,0
156,15,0
26,0,1
121,21,3
114,26,0
7,1,1
64,20,1
146,7,1
83,10,2
40,17,1
11,11,0
100,16,0
158,5,3
157,2,2
131,22,2
136,5,1
64,7,0
153,25,3
164,17,3
31,10,1
128,25,1
96,10,3
51,22,2
7,8,0
49,28,1
54,12,3
46,5,1
72,13,1
27,18,1
136,11,3
0,10,1
58,5,1
33,9,3
3,22,3
141,17,1
76,22,1
59,24,2
155,0,3
32,18,3
122,17,3
73,7,3
45,0,1
28,22,0
103,21,1
11,21,1
23,19,0
115,5,0
87,24,3
75,20,2
32,26,3
167,27,2
123,12,1
130,9,3
88,27,2
162,9,2
78,4,1
12,1,1
10,23,0
49,11,3
162,13,0
165,10,2
10,3,0
106,9,3
118,16,1
89,2,1
25,9,0
64,9,3
42,1,1
137,24,0
62,4,1
16,29,2
35,28,1
132,22,2
131,8,3
50,23,1
