Result Log

Run 1
150	3.040	0.121	4.200	7
225	3.600	0.123	6.267	7
300	3.760	0.126	7.000	7
375	3.827	0.125	6.947	7
450	3.813	0.122	7.000	7
525	3.773	0.121	6.973	7
600	3.840	0.122	7.000	7
675	3.853	0.120	6.920	7
750	3.760	0.118	7.000	7
825	3.920	0.117	6.867	7
900	4.067	0.120	6.973	7
975	4.187	0.119	6.880	7
1050	4.280	0.117	7.000	7
1125	4.067	0.112	6.880	7
1200	3.867	0.110	7.000	7
1275	3.840	0.115	6.973	7
1350	3.747	0.115	7.000	7
1425	3.680	0.116	6.907	7
1500	3.560	0.114	6.960	7
1575	3.467	0.108	7.000	7
1650	3.440	0.106	7.000	7
1725	3.947	0.108	6.987	7
1800	3.840	0.106	6.880	7
1875	3.960	0.107	7.000	7
1950	3.653	0.104	6.933	7
2025	3.573	0.105	6.920	7
2100	3.693	0.097	7.000	7
2175	4.093	0.098	6.960	7
2250	4.293	0.097	6.827	7
2325	4.400	0.098	6.973	7
2400	4.000	0.100	7.000	7
2475	3.973	0.104	7.000	7
2550	4.120	0.103	6.960	7
2625	4.360	0.102	7.000	7
2700	4.120	0.106	6.880	8
2775	4.987	0.112	7.400	8
2850	5.107	0.119	7.720	8
2925	5.160	0.118	7.893	8
3000	5.013	0.118	8.000	8
3075	4.960	0.121	8.000	14
3150	4.453	0.122	10.640	14
3225	4.000	0.120	13.720	14
3300	3.973	0.121	13.733	14
3375	4.160	0.125	13.840	14
3450	4.200	0.127	13.733	14
3525	4.120	0.126	13.800	14
3600	4.160	0.126	13.933	14
3675	4.213	0.130	13.747	14
3750	4.160	0.129	13.853	14
3825	4.120	0.126	13.667	14
3900	4.160	0.126	13.907	14
3975	4.053	0.127	13.720	14
4050	4.000	0.133	13.853	14
4125	3.707	0.133	14.000	14
4200	3.400	0.135	13.707	14
4275	3.053	0.136	13.733	14
4350	2.973	0.143	13.987	15
4425	3.360	0.131	14.147	15
4500	4.067	0.124	14.773	15
4575	4.053	0.127	14.760	15
4650	4.213	0.126	14.747	16
4725	4.013	0.126	15.307	16
4800	4.227	0.126	15.613	16
4875	4.093	0.125	15.613	16
4950	3.987	0.127	15.800	16
5025	4.107	0.130	15.760	16
5100	4.067	0.126	15.227	16
5175	4.027	0.131	15.747	16
5250	4.080	0.133	15.520	16
5325	4.347	0.133	15.760	16
5400	4.160	0.135	15.773	16
5475	4.040	0.139	15.813	16
5550	4.160	0.141	15.587	16
5625	4.027	0.141	15.480	16
5700	3.973	0.139	15.800	16
5775	4.107	0.139	15.867	16
5850	3.987	0.142	16.000	16
5925	4.187	0.146	15.840	16
6000	4.120	0.141	15.707	16
6075	3.920	0.139	16.000	16
6150	3.947	0.139	15.773	16
6225	3.947	0.136	15.933	16
6300	4.040	0.135	15.413	16
6375	3.640	0.131	16.000	16
6450	3.693	0.135	15.840	16
6525	3.680	0.133	15.693	16
6600	3.760	0.124	16.000	16
6675	3.707	0.122	15.787	16
6750	3.533	0.118	15.720	16
6825	3.747	0.119	15.947	16
6900	3.893	0.123	15.760	16
6975	4.160	0.124	15.800	16
7050	3.960	0.124	15.613	16
7125	3.733	0.131	15.720	16
7200	3.480	0.132	16.000	16
7275	3.520	0.127	16.000	16
7350	3.000	0.127	15.880	16
7425	3.373	0.140	15.987	16
7500	2.627	0.136	15.707	16
7575	2.760	0.135	15.920	16
7650	2.667	0.138	15.707	16
7725	2.747	0.137	15.827	16
7800	3.427	0.141	16.000	16
7875	3.587	0.144	15.613	16
7950	3.600	0.139	15.853	16
8025	3.240	0.132	16.000	16
8100	3.400	0.135	15.840	16
8175	3.787	0.131	15.827	16
8250	3.733	0.127	15.600	16
8325	3.547	0.123	15.720	16
8400	3.280	0.129	15.453	16
8475	3.600	0.129	15.693	16
8550	3.973	0.123	15.907	16
8625	4.120	0.122	15.813	16
8700	4.213	0.123	16.000	16
8775	4.853	0.127	15.653	16
8850	4.707	0.131	15.293	16
8925	5.147	0.127	15.867	16
9000	5.133	0.118	15.600	16
9075	5.347	0.112	15.867	16
9150	5.467	0.121	15.467	16
9225	5.573	0.121	15.853	16
9300	5.080	0.116	15.680	16
9375	4.907	0.107	16.000	16
9450	4.733	0.112	16.000	16
9525	4.720	0.114	15.827	16
9600	4.787	0.114	15.360	16
9675	4.667	0.119	15.747	16
9750	4.880	0.121	15.773	16
9825	4.400	0.122	15.613	16
9900	4.253	0.127	16.000	16
9975	4.200	0.122	15.213	16
10050	3.907	0.122	15.680	16

Run 2
150	3.053	0.120	4.533	7
225	3.160	0.116	6.267	8
300	3.467	0.114	7.893	8
375	3.667	0.111	8.000	8
450	3.813	0.112	7.960	8
525	3.853	0.113	7.893	8
600	4.080	0.110	7.987	8
675	4.027	0.110	8.000	8
750	4.027	0.112	7.973	8
825	4.240	0.112	8.000	8
900	4.360	0.110	8.000	8
975	4.173	0.114	7.747	8
1050	4.347	0.113	7.933	8
1125	4.493	0.115	8.000	8
1200	4.240	0.116	7.907	8
1275	4.333	0.115	7.907	8
1350	4.040	0.112	7.920	8
1425	3.947	0.109	7.867	8
1500	3.893	0.105	7.920	8
1575	3.680	0.102	7.933	8
1650	3.533	0.105	8.000	8
1725	3.747	0.108	7.973	8
1800	3.680	0.112	7.920	8
1875	3.627	0.111	8.000	8
1950	3.480	0.115	7.853	8
2025	3.533	0.112	7.840	8
2100	3.467	0.110	7.973	8
2175	3.520	0.106	7.800	8
2250	3.813	0.103	7.893	8
2325	3.640	0.105	7.813	8
2400	3.747	0.112	8.000	8
2475	3.880	0.115	8.000	8
2550	4.093	0.116	7.907	8
2625	4.200	0.110	7.973	8
2700	4.173	0.113	8.000	8
2775	3.920	0.113	7.867	8
2850	4.107	0.117	8.000	8
