Result Log

Run 1
150	1.420	6
200	2.980	10
250	5.270	10
300	7.580	10
350	9.370	10
400	9.920	10
450	10.000	10
500	10.000	10
550	10.000	10
600	9.990	10
650	10.000	10
700	10.000	10
750	10.000	10
800	10.000	10
850	10.000	10
900	10.000	10
950	10.000	10
1000	10.000	10
1050	10.000	10
1100	10.000	10
1150	10.000	10
1200	10.000	10
1250	10.000	10
1300	10.000	10
1350	10.000	10
1400	10.000	10
1450	10.000	10
1500	10.000	10
1550	10.000	10
1600	10.000	10
1650	10.000	10
1700	10.000	10
1750	10.000	10
1800	10.000	10
1850	10.000	10
1900	10.000	10
1950	10.000	10
2000	10.000	10
2050	10.000	10
2100	10.000	10
2150	10.000	10
2200	10.000	10
2250	10.000	10
2300	10.000	10
2350	10.000	10
2400	10.000	10
2450	10.000	10
2500	10.000	10
2550	10.000	10
2600	10.000	10
2650	10.000	10
2700	10.000	10
2750	10.000	10
2800	10.000	10
2850	10.000	10
2900	10.000	10
2950	10.000	10
3000	10.000	10
3050	10.000	10
3100	10.000	10
3150	10.000	10
3200	10.000	10
3250	10.000	10
3300	10.000	10
3350	10.000	10
3400	10.000	10
3450	10.000	10
3500	10.000	10
3550	10.000	10
3600	10.000	10
3650	10.000	10
3700	10.000	10
3750	10.000	10
3800	10.000	10
3850	10.000	10
3900	10.000	10
3950	10.000	10
4000	10.000	10
4050	10.000	10
4100	10.000	10
4150	10.000	10
4200	10.000	10
4250	10.000	10
4300	10.000	10
4350	10.000	10
4400	10.000	10
4450	10.000	10
4500	10.000	10
4550	10.000	10
4600	10.000	10
4650	10.000	10
4700	10.000	10
4750	10.000	10
4800	10.000	10
4850	10.000	10
4900	10.000	10
4950	10.000	10
5000	10.000	10
5050	10.000	10
5100	10.000	10
5150	10.000	10
5200	10.000	10

Run 2
150	1.570	5
200	2.920	9
250	4.330	9
300	6.270	9
350	8.020	9
400	8.970	9
450	9.020	10
500	9.090	10
550	9.340	12
600	9.860	12
650	10.130	12
700	10.580	12
750	11.540	12
800	12.000	12
850	12.000	12
900	12.000	12
950	12.000	12
1000	12.000	12
1050	12.000	12
1100	12.000	12
1150	12.000	12
1200	12.000	12
1250	12.000	12
1300	12.000	12
1350	12.000	12
1400	12.000	12
1450	12.000	12
1500	12.000	12
1550	12.000	12
1600	12.000	12
1650	12.000	12
1700	12.000	12
1750	12.000	12
1800	12.000	12
1850	12.000	12
1900	12.000	12
1950	12.000	12
2000	12.000	12
2050	12.000	12
2100	12.000	12
2150	12.000	12
2200	12.000	12
2250	12.000	12
2300	12.000	12
2350	12.000	12
2400	12.000	12
2450	12.000	12
2500	12.000	12
2550	12.000	12
2600	12.000	12
2650	12.000	12
2700	12.000	12
2750	12.000	12
2800	12.000	12
2850	12.000	12
2900	12.000	12
2950	12.000	12
3000	12.000	12
3050	12.000	12
3100	12.000	12
3150	12.000	12
3200	12.000	12
3250	12.000	12
3300	12.000	12
3350	12.000	12
3400	12.000	12
3450	12.000	12
3500	12.000	12
3550	12.000	12
3600	12.000	12
3650	12.000	12
3700	12.000	12
3750	12.000	12
3800	12.000	12
3850	12.000	12
3900	12.000	12
3950	12.000	12
4000	12.000	12
4050	12.000	12
4100	12.000	12
4150	12.000	12
4200	12.000	12
4250	12.000	12
4300	12.000	12
4350	12.000	12
4400	12.000	12
4450	12.000	12
4500	12.000	12
4550	12.000	12
4600	12.000	12
4650	12.000	12
4700	12.000	12
4750	12.000	12
4800	12.000	12
4850	12.000	12
4900	12.000	12
4950	12.000	12
5000	12.000	12
5050	12.000	12
5100	12.000	12
5150	12.000	12
5200	12.000	12
5250	12.000	12
5300	12.000	12
5350	12.000	12
5400	12.000	12
5450	12.000	12
5500	12.000	12
5550	12.000	12

Run 3
150	1.610	6
200	2.960	6
250	4.280	8
300	5.730	9
350	6.920	10
400	8.290	12
450	9.710	12
500	10.880	12
550	11.800	12
600	12.000	12
650	12.000	12
700	12.000	12
750	12.000	12
800	12.000	12
850	12.000	12
900	12.000	12
950	12.000	12
1000	12.000	12
1050	12.000	12
1100	12.000	12
1150	12.000	12
1200	12.000	12
1250	12.000	12
1300	12.000	12
1350	12.000	12
1400	12.000	12
1450	12.000	12
1500	12.000	12
1550	12.000	12
1600	12.000	12
1650	12.000	12
1700	12.000	12
1750	12.000	12
1800	12.000	12
1850	12.000	12
1900	12.000	12
1950	12.000	12
2000	12.000	12
2050	12.000	12
2100	12.000	12
2150	12.000	12
2200	12.000	12
2250	12.000	12
2300	12.000	12
2350	12.010	13
2400	12.030	13
2450	12.190	13
2500	12.590	13
2550	12.970	13
2600	13.000	13
2650	13.000	13
2700	13.000	13
2750	13.000	13
2800	13.000	13
2850	13.000	13
2900	13.000	13
2950	13.000	13
3000	13.000	13
3050	13.000	13
3100	13.000	13
3150	13.000	13
3200	13.000	13
3250	13.000	13
3300	13.000	13
3350	13.000	13
3400	13.000	13
3450	13.000	13
3500	13.000	13
3550	13.010	14
3600	13.010	14
3650	13.040	14
3700	13.210	14
3750	13.670	14
3800	13.990	14
3850	14.000	14
3900	14.000	14
3950	14.000	14
4000	14.000	14
4050	14.000	14
4100	14.000	14
4150	14.000	14
4200	14.000	14
4250	14.000	14
4300	14.000	14
4350	14.000	14
4400	14.000	14
4450	14.000	14
4500	14.000	14
4550	14.000	14
4600	14.000	14
4650	14.000	14
4700	14.000	14
4750	14.000	14
4800	14.000	14
4850	14.000	14
4900	14.000	14
4950	14.000	14
5000	14.000	14
5050	14.000	14
5100	14.000	14
5150	14.000	14
5200	14.000	14
5250	14.000	14
5300	14.000	14
5350	14.000	14
5400	14.000	14
5450	14.000	14
5500	14.000	14
5550	14.000	14
5600	14.000	14
5650	14.000	14
5700	14.000	14
5750	14.000	14
5800	14.000	14
5850	14.000	14
5900	14.000	14
5950	14.000	14
6000	14.000	14
6050	14.000	14
6100	14.000	14
6150	14.000	14
6200	14.000	14
6250	14.000	14
6300	14.000	14
6350	14.000	14
6400	14.000	14
6450	14.000	14
6500	13.980	14
6550	14.000	14
6600	14.000	14
6650	14.000	14
6700	14.000	14
6750	14.000	14
6800	14.000	14
6850	14.000	14
6900	14.000	14
6950	14.000	14
7000	14.000	14
7050	14.000	14
7100	14.000	14
7150	14.000	14
7200	14.000	14
7250	14.000	14
7300	14.000	14
7350	14.000	14
7400	14.000	14
7450	14.000	14
7500	14.000	14
7550	14.000	14
7600	14.000	14
7650	14.000	14
7700	14.000	14
7750	14.000	14
7800	14.000	14
7850	14.000	14
7900	14.000	14
7950	14.000	14
8000	14.000	14
8050	14.000	14
8100	14.000	14
8150	14.000	14
8200	14.000	14
8250	14.000	14
8300	14.000	14
8350	14.000	14
8400	14.000	14
8450	14.000	14
8500	14.000	14
8550	14.000	14

Run 4
150	1.310	5
200	2.610	6
250	4.140	9
300	5.720	9
350	7.480	13
400	9.000	13
450	10.000	13
500	11.420	13
550	12.700	13
