Result Log

Run 1
150	0.112	1.747	3
225	0.187	2.827	4
300	0.262	3.920	4
375	0.337	3.907	5
450	0.412	4.413	5
525	0.487	4.587	5
600	0.562	3.840	5
675	0.637	4.027	5
750	0.712	3.933	5
825	0.787	3.960	5
900	0.862	3.933	5
975	0.937	3.893	5
1050	1.012	3.920	5
1125	1.087	3.933	5
1200	1.162	3.800	5
1275	1.237	4.067	5
1350	1.312	4.667	5
1425	1.387	4.560	5
1500	1.462	4.533	5
1575	1.537	4.227	5
1650	1.612	4.213	5
1725	1.687	4.760	5
1800	1.762	4.640	5
1875	1.837	4.333	5
1950	1.912	4.760	5
2025	1.987	4.453	5
2100	2.062	4.600	5
2175	2.137	4.813	5
2250	2.212	4.347	5
2325	2.287	4.560	5
2400	2.362	4.533	5
2475	2.437	4.413	5
2550	2.512	4.360	5
2625	2.587	4.413	5
2700	2.662	4.573	5
2775	2.737	4.600	5
2850	2.812	4.707	5
2925	2.887	4.533	5
3000	2.962	4.360	5
3075	3.037	4.160	5
3150	3.112	4.680	5
3225	3.187	4.547	5
3300	3.262	3.653	5
3375	3.337	4.200	5
3450	3.412	4.347	5
3525	3.487	4.240	5
3600	3.562	3.240	5
3675	3.637	4.373	5
3750	3.712	4.147	5
3825	3.787	4.880	5
3900	3.862	3.600	6
3975	3.937	4.400	6
4050	4.012	4.347	6
4125	4.087	4.867	6
4200	4.162	5.493	6
4275	4.237	5.347	6
4350	4.312	4.680	6
4425	4.387	5.653	6
4500	4.462	4.427	6
4575	4.537	4.520	6
4650	4.612	5.187	6
4725	4.687	5.360	6
4800	4.762	5.240	6
4875	4.837	5.120	6
4950	4.912	4.987	6
5025	4.987	4.800	6
5100	5.062	4.387	6
5175	5.137	4.707	6
5250	5.212	5.160	6
5325	5.287	5.720	6
5400	5.362	5.720	6
5475	5.437	3.840	6
5550	5.512	5.387	6
5625	5.587	4.040	6
5700	5.662	5.307	6
5775	5.737	3.920	6
5850	5.812	4.987	6
5925	5.887	5.187	6
6000	5.962	5.120	6
6075	6.037	4.347	6
6150	6.112	4.480	6
6225	6.187	4.573	6
6300	6.262	3.773	6
6375	6.337	4.640	6
6450	6.412	5.507	6
6525	6.487	3.253	6
6600	6.562	5.267	6
6675	6.637	3.880	6
6750	6.712	4.840	6
6825	6.787	4.467	6
6900	6.862	3.320	6
6975	6.937	3.867	6
7050	7.012	3.480	6
7125	7.087	4.320	6
7200	7.162	4.693	6
7275	7.237	5.040	6
7350	7.312	5.040	6
7425	7.387	3.747	6
7500	7.462	4.507	6
7575	7.537	2.693	6
7650	7.612	2.867	6
7725	7.687	3.920	6
7800	7.762	5.800	6
7875	7.837	5.240	6
7950	7.912	4.440	6
8025	7.987	5.040	6
8100	8.062	3.320	6
8175	8.137	4.080	6
8250	8.212	2.507	6
8325	8.287	5.107	6
8400	8.362	4.107	6
8475	8.437	3.267	6
8550	8.512	4.027	6
8625	8.587	2.907	6
8700	8.662	4.453	6
8775	8.737	4.760	6
8850	8.812	3.333	6
8925	8.887	4.853	6
9000	8.962	4.680	6
9075	9.037	4.800	6
9150	9.112	2.973	6
9225	9.187	4.333	6
9300	9.262	2.427	6
9375	9.337	4.800	6
9450	9.412	2.200	6
9525	9.487	2.347	6
9600	9.562	3.560	6
9675	9.637	4.427	6
9750	9.712	4.493	6
9825	9.787	3.933	6
9900	9.862	4.733	6
9975	9.937	1.907	6
10050	10.012	3.720	6

Run 2
150	0.112	1.440	3
225	0.187	2.053	4
300	0.262	2.827	4
375	0.337	3.000	4
450	0.412	2.960	4
525	0.487	3.000	4
600	0.562	2.960	4
675	0.637	2.933	4
750	0.712	2.907	4
825	0.787	2.387	5
900	0.862	2.800	5
975	0.937	2.853	5
1050	1.012	2.907	5
1125	1.087	2.973	5
1200	1.162	3.160	5
1275	1.237	4.840	7
1350	1.312	4.120	7
1425	1.387	3.920	6
1500	1.462	4.027	7
1575	1.537	3.867	7
1650	1.612	3.920	7
1725	1.687	3.880	7
1800	1.762	3.160	7
1875	1.837	2.920	7
1950	1.912	2.840	7
2025	1.987	3.027	7
2100	2.062	3.187	7
2175	2.137	2.907	7
2250	2.212	2.867	7
2325	2.287	2.107	7
2400	2.362	1.773	7
2475	2.437	1.853	7
2550	2.512	2.133	7
2625	2.587	2.133	7
2700	2.662	2.040	7
2775	2.737	1.467	6
2850	2.812	-0.027	6
2925	2.887	0.453	6
3000	2.962	0.560	6
3075	3.037	-0.747	6
3150	3.112	-0.467	6
3225	3.187	0.147	6
3300	3.262	-0.533	3
3375	3.337	-0.187	6
3450	3.412	0.320	6
3525	3.487	0.573	6
3600	3.562	0.667	6
3675	3.637	1.453	6
3750	3.712	1.880	6
3825	3.787	1.280	6
3900	3.862	1.547	6
3975	3.937	0.787	6
4050	4.012	2.200	6
4125	4.087	1.440	2
4200	4.162	1.253	6
4275	4.237	1.653	6
4350	4.312	2.093	7
4425	4.387	2.813	7
4500	4.462	3.040	7
4575	4.537	0.280	7
4650	4.612	0.840	7
4725	4.687	1.773	7
4800	4.762	1.747	7
4875	4.837	1.533	7
4950	4.912	1.053	7
5025	4.987	1.040	7
5100	5.062	1.200	7
5175	5.137	1.373	7
5250	5.212	0.867	7
5325	5.287	1.347	7
5400	5.362	1.387	2
5475	5.437	1.533	7
5550	5.512	0.293	7
5625	5.587	0.293	7
5700	5.662	0.480	7
5775	5.737	-1.293	3
5850	5.812	-1.693	1
5925	5.887	0.747	7
6000	5.962	1.693	7
6075	6.037	5.000	7
6150	6.112	5.347	7
6225	6.187	5.480	7
6300	6.262	4.600	7
6375	6.337	4.187	7
6450	6.412	5.720	7
6525	6.487	4.507	7
6600	6.562	5.600	7
6675	6.637	5.067	7
6750	6.712	5.987	7
6825	6.787	6.680	7
6900	6.862	4.720	7
6975	6.937	5.320	7
7050	7.012	5.320	7
7125	7.087	5.213	7
7200	7.162	5.587	7
7275	7.237	5.840	7
7350	7.312	5.907	7
7425	7.387	5.547	7
7500	7.462	4.133	7
7575	7.537	4.667	7
7650	7.612	5.347	7
7725	7.687	6.173	7
7800	7.762	5.320	7
7875	7.837	4.693	7
7950	7.912	6.360	7
8025	7.987	4.867	7
8100	8.062	5.293	7
8175	8.137	5.080	7
8250	8.212	5.507	7
8325	8.287	6.147	7
8400	8.362	5.000	7
8475	8.437	5.427	7
8550	8.512	6.347	7
8625	8.587	4.133	7
8700	8.662	3.760	7
8775	8.737	5.933	7
8850	8.812	5.000	7
8925	8.887	4.293	7
9000	8.962	4.600	7
9075	9.037	3.880	7
9150	9.112	3.987	7
9225	9.187	6.027	7
9300	9.262	2.693	7
9375	9.337	5.880	7
9450	9.412	5.120	7
9525	9.487	5.613	7
9600	9.562	2.840	7
9675	9.637	6.533	7
9750	9.712	5.893	7
9825	9.787	5.107	7
9900	9.862	4.533	7
9975	9.937	2.360	7
10050	10.012	6.387	7

Run 3
150	0.112	1.413	2
225	0.187	1.893	2
300	0.262	1.867	2
375	0.337	1.773	2
450	0.412	1.933	2
525	0.487	1.987	2
600	0.562	1.840	2
675	0.637	1.893	2
750	0.712	1.733	2
825	0.787	1.787	2
900	0.862	1.760	2
975	0.937	1.613	2
1050	1.012	1.747	2
1125	1.087	1.827	2
1200	1.162	1.787	2
1275	1.237	1.787	2
1350	1.312	1.760	2
1425	1.387	1.587	2
1500	1.462	1.613	2
1575	1.537	1.413	2
1650	1.612	1.693	2
1725	1.687	1.573	2
1800	1.762	1.440	2
1875	1.837	1.520	2
1950	1.912	1.493	2
2025	1.987	1.253	2
2100	2.062	1.600	2
2175	2.137	1.347	2
2250	2.212	1.427	2
2325	2.287	1.520	2
2400	2.362	1.720	2
2475	2.437	1.547	2
2550	2.512	1.800	2
2625	2.587	1.480	2
2700	2.662	1.560	2
2775	2.737	1.520	2
2850	2.812	1.107	2
2925	2.887	0.347	2
3000	2.962	1.507	2
3075	3.037	1.200	2
3150	3.112	0.427	2
3225	3.187	1.867	2
3300	3.262	0.880	2
3375	3.337	1.120	2
3450	3.412	1.013	2
3525	3.487	1.013	2
3600	3.562	1.400	2
3675	3.637	1.760	2
3750	3.712	1.080	2
3825	3.787	0.267	2
3900	3.862	1.693	2
3975	3.937	0.520	2
4050	4.012	1.387	2
4125	4.087	0.653	2
4200	4.162	0.400	2
4275	4.237	-0.373	2
4350	4.312	1.187	2
4425	4.387	0.800	2
4500	4.462	1.413	2
4575	4.537	0.053	2
4650	4.612	1.507	2
4725	4.687	0.320	2
4800	4.762	0.853	2
4875	4.837	0.827	2
4950	4.912	0.267	2
5025	4.987	0.133	2
5100	5.062	0.733	2
