Result Log

Run 1
150	3.760	8
225	7.493	9
300	8.907	9
375	9.000	9
450	8.973	9
525	8.813	9
600	8.800	9
675	9.000	9
750	8.733	9
825	8.960	10
900	9.387	11
975	10.427	11
1050	10.600	11
1125	11.000	11
1200	11.000	11
1275	10.920	11
1350	10.667	11
1425	10.933	11
1500	10.773	11
1575	10.653	11
1650	10.600	11
1725	10.973	11
1800	10.720	11
1875	11.000	11
1950	10.707	11
2025	10.707	11
2100	10.840	11
2175	10.653	11
2250	10.773	11
2325	10.920	11
2400	10.987	11
2475	10.760	11
2550	10.973	11
2625	10.880	11
2700	11.000	11
2775	10.813	11
2850	10.693	11
2925	11.000	11
3000	10.920	11
3075	10.867	11
3150	10.800	11
3225	10.933	11
3300	10.707	11
3375	11.000	11
3450	10.627	11
3525	10.800	11
3600	10.853	11
3675	11.000	11
3750	11.000	11
3825	10.867	11
3900	10.960	11
3975	10.867	11
4050	10.947	11
4125	10.827	11
4200	11.000	11
4275	10.760	12
4350	11.187	12
4425	11.907	12
4500	11.933	12
4575	11.947	12
4650	11.933	12
4725	11.640	12
4800	11.867	12
4875	11.920	12
4950	11.733	12
5025	11.613	12
5100	11.840	12
5175	11.933	13
5250	12.240	13
5325	12.827	13
5400	12.680	13
5475	12.880	13
5550	12.840	13
5625	12.787	13
5700	12.680	13
5775	12.733	13
5850	12.813	13
5925	12.707	13
6000	12.907	13
6075	13.000	13
6150	12.680	13
6225	12.880	13
6300	12.813	13
6375	12.840	13
6450	12.533	13
6525	12.813	13
6600	12.840	13
6675	12.867	13
6750	12.613	13
6825	12.653	13
6900	12.893	13
6975	12.947	13
7050	12.947	13
7125	12.773	13
7200	12.840	13
7275	12.933	13
7350	12.933	13
7425	12.840	13
7500	12.760	13
7575	12.707	13
7650	12.600	13
7725	12.720	13
7800	12.947	13
7875	12.853	13
7950	12.893	13
8025	12.853	13
8100	12.760	13
8175	12.360	13
8250	12.960	13
8325	12.747	13
8400	12.427	13
8475	13.000	13
8550	12.560	13
8625	12.520	13
8700	12.773	13
8775	12.853	13
8850	12.653	13
8925	12.573	13
9000	12.667	13
9075	12.973	13
9150	12.773	13
9225	12.933	13
9300	12.747	13
9375	12.680	13
9450	13.000	13
9525	12.840	13
9600	12.667	13
9675	12.867	13
9750	12.453	13
9825	12.907	13
9900	12.987	13
9975	12.693	13
10050	12.533	13

Run 2
150	3.613	5
225	4.320	5
300	4.987	5
375	4.987	5
450	5.000	5
525	5.000	5
600	5.000	5
675	5.000	5
750	4.933	5
825	5.013	6
900	5.533	6
975	5.933	6
1050	5.987	6
1125	5.947	7
1200	6.453	7
1275	7.000	7
1350	6.933	7
1425	6.907	7
1500	6.973	8
1575	7.400	8
1650	7.933	8
1725	7.907	8
1800	8.000	8
1875	7.707	8
1950	7.933	8
2025	8.000	8
2100	7.893	8
2175	7.853	8
2250	7.947	8
2325	7.987	8
2400	7.853	8
2475	7.920	8
2550	7.840	8
2625	7.973	8
2700	7.800	8
2775	7.747	8
2850	8.000	9
2925	8.387	9
3000	8.947	9
3075	8.613	9
3150	8.907	10
3225	9.773	10
3300	9.853	10
3375	9.933	10
3450	9.880	10
3525	10.000	10
3600	9.920	10
3675	10.027	11
3750	10.480	11
3825	10.973	11
3900	10.893	11
3975	10.813	11
4050	10.867	11
4125	10.840	11
4200	11.000	11
4275	10.960	11
4350	10.840	11
4425	10.640	11
4500	10.960	11
4575	10.920	11
4650	11.000	11
4725	10.840	11
4800	10.733	11
4875	10.760	11
4950	10.853	11
5025	10.800	11
5100	10.880	11
5175	10.853	11
5250	10.587	11
5325	10.760	11
5400	10.933	11
5475	10.947	11
5550	10.840	11
5625	10.960	11
5700	10.893	11
5775	10.707	11
5850	11.000	11
5925	10.853	11
6000	10.947	11
6075	10.600	11
6150	10.853	11
6225	10.987	11
6300	11.000	11
6375	10.693	11
6450	10.880	11
6525	10.760	11
6600	10.627	11
6675	10.987	11
6750	10.907	11
6825	10.853	11
6900	10.760	11
6975	10.827	11
7050	10.693	11
7125	10.853	11
7200	10.707	11
7275	10.880	11
7350	10.733	11
7425	11.000	11
7500	10.760	11
7575	10.853	11
7650	10.893	11
7725	10.867	11
7800	10.840	11
7875	10.747	11
7950	10.840	11
8025	11.000	11
8100	11.000	11
8175	10.707	11
8250	10.800	11
8325	10.933	11
8400	10.853	11
8475	10.920	11
8550	10.707	11
8625	11.000	11
8700	10.747	11
8775	10.853	11
8850	10.720	11
8925	10.880	11
9000	10.813	11
9075	10.960	11
9150	10.893	11
9225	11.000	11
9300	10.840	11
9375	10.987	11
9450	10.893	11
9525	10.880	11
9600	10.787	11
9675	10.920	11
9750	11.000	11
9825	10.787	11
9900	10.760	11
9975	10.707	11
10050	11.000	11

Run 3
150	2.240	3
225	2.960	4
300	3.800	4
375	3.907	4
450	4.000	4
525	4.000	4
600	4.000	4
675	3.973	4
750	4.000	4
825	3.947	4
900	4.000	4
975	3.947	4
1050	3.907	4
1125	3.947	4
1200	4.000	4
1275	4.000	4
1350	3.947	4
1425	3.947	4
1500	3.987	4
1575	3.893	4
1650	4.000	4
1725	4.000	4
1800	3.920	4
1875	3.933	4
1950	3.960	5
2025	4.400	5
2100	5.000	5
2175	4.933	5
2250	5.027	6
2325	5.747	6
2400	5.947	6
2475	5.853	6
2550	5.920	6
2625	5.853	6
2700	6.000	6
2775	6.000	6
2850	5.893	6
2925	6.000	6
3000	5.947	6
3075	5.947	6
3150	6.000	6
3225	5.920	6
3300	5.987	6
3375	6.000	6
3450	5.933	6
3525	5.973	6
3600	6.000	6
3675	5.893	6
3750	5.973	6
3825	5.987	6
3900	5.800	6
3975	6.000	6
4050	6.000	6
4125	5.880	6
4200	6.000	6
4275	5.840	6
4350	5.987	6
4425	6.000	6
4500	6.000	6
4575	6.000	6
4650	6.000	6
4725	6.000	6
4800	5.920	6
4875	6.000	6
4950	5.933	6
5025	6.000	6
5100	5.973	6
5175	6.000	6
5250	5.947	6
5325	5.920	6
5400	5.973	6
5475	5.947	6
5550	5.867	6
5625	5.933	6
5700	5.920	6
5775	5.947	6
5850	5.987	6
5925	6.000	6
6000	6.000	6
6075	5.960	6
6150	5.960	6
6225	6.000	6
6300	5.987	6
6375	6.000	6
6450	5.920	6
6525	6.000	6
6600	5.840	6
6675	5.907	7
6750	6.733	7
6825	6.973	7
6900	7.000	7
6975	7.000	7
7050	6.987	7
7125	6.947	7
7200	7.000	7
7275	6.787	7
7350	7.013	8
7425	7.307	10
