Result Log

Run 1
150	2.947	0.118	0.853	3
225	2.947	0.114	1.840	4
300	2.573	0.107	3.280	5
375	2.280	0.103	4.413	5
450	2.000	0.101	4.867	5
525	1.987	0.101	5.000	5
600	1.973	0.102	5.000	5
675	1.920	0.101	4.853	5
750	1.853	0.103	4.933	5
825	1.667	0.105	4.893	5
900	1.587	0.104	5.000	5
975	1.533	0.103	4.827	5
1050	1.560	0.103	4.880	5
1125	1.480	0.101	4.907	5
1200	1.480	0.104	4.920	5
1275	1.653	0.104	5.000	5
1350	1.720	0.102	4.960	5
1425	1.680	0.103	4.893	5
1500	1.707	0.107	4.933	5
1575	1.720	0.106	4.893	5
1650	1.707	0.107	4.960	5
1725	1.680	0.109	4.920	5
1800	1.947	0.111	4.933	5
1875	1.920	0.114	5.000	5
1950	1.867	0.115	4.867	5
2025	1.773	0.113	5.000	5
2100	1.947	0.110	5.000	5
2175	1.907	0.115	4.920	5
2250	1.947	0.120	4.987	5
2325	2.173	0.121	4.907	5
2400	2.160	0.126	4.973	5
2475	2.253	0.125	5.000	5
2550	2.187	0.130	5.000	5
2625	2.200	0.130	4.973	5
2700	1.947	0.135	5.000	5
2775	1.973	0.135	5.000	5
2850	1.853	0.137	4.853	5
2925	1.867	0.139	4.853	5
3000	1.893	0.139	4.907	5
3075	1.813	0.137	4.960	5
3150	1.800	0.142	4.920	5
3225	1.773	0.147	4.987	5
3300	1.653	0.154	4.880	5
3375	1.947	0.148	5.000	5
3450	1.880	0.156	4.907	5
3525	1.840	0.168	5.000	5
3600	1.907	0.140	4.840	5
3675	2.027	0.150	4.947	5
3750	2.120	0.150	5.000	5
3825	2.147	0.152	4.787	5
3900	2.040	0.156	4.960	5
3975	2.013	0.151	4.880	5
4050	1.720	0.145	4.773	5
4125	1.947	0.150	4.867	5
4200	1.893	0.142	4.920	5
4275	2.040	0.145	4.720	5
4350	1.920	0.144	4.920	5
4425	1.827	0.144	4.920	5
4500	1.760	0.143	4.867	5
4575	1.760	0.146	4.867	5
4650	1.573	0.145	4.960	5
4725	1.547	0.150	4.920	5
4800	1.533	0.146	4.853	5
4875	1.493	0.141	4.960	5
4950	1.533	0.141	4.827	5
5025	1.467	0.142	4.987	5
5100	1.173	0.139	4.907	5
5175	1.067	0.138	4.987	5
5250	1.320	0.137	4.960	5
5325	1.373	0.140	5.000	5
5400	1.160	0.144	4.947	5
5475	1.480	0.143	5.000	5
5550	1.147	0.142	4.893	5
5625	1.000	0.141	5.000	5
5700	1.013	0.138	4.933	5
5775	0.933	0.139	4.960	5
5850	1.080	0.132	4.960	5
5925	1.107	0.135	5.000	5
6000	1.187	0.131	4.933	5
6075	0.960	0.132	5.000	5
6150	0.907	0.134	4.893	5
6225	0.733	0.133	5.000	5
6300	0.760	0.124	4.893	5
6375	0.773	0.124	4.733	5
6450	0.787	0.123	5.000	5
6525	0.680	0.120	5.000	5
6600	0.773	0.119	4.987	5
6675	0.787	0.117	4.973	5
6750	0.707	0.127	4.973	5
6825	0.827	0.137	4.947	5
6900	0.707	0.137	4.920	5
6975	0.587	0.139	4.853	5
7050	0.453	0.133	5.000	5
7125	0.453	0.139	4.920	5
7200	0.533	0.140	5.000	5
7275	0.520	0.138	4.960	5
7350	0.733	0.137	4.907	5
7425	0.853	0.137	5.000	5
7500	1.080	0.145	4.987	5
7575	1.200	0.144	4.880	5
7650	1.147	0.152	4.853	5
7725	1.093	0.158	5.000	5
7800	1.227	0.161	4.973	5
7875	1.253	0.165	4.987	5
7950	1.373	0.163	4.947	5
8025	1.013	0.166	4.907	5
8100	0.880	0.168	4.947	5
8175	0.800	0.167	4.987	5
8250	0.800	0.163	4.973	5
8325	0.867	0.160	4.973	5
8400	0.800	0.162	4.933	5
8475	0.853	0.163	4.960	5
8550	0.893	0.158	5.000	5
8625	0.987	0.156	5.000	5
8700	1.120	0.151	4.973	5
8775	1.267	0.152	4.987	5
8850	1.347	0.157	4.960	5
8925	1.213	0.156	4.960	5
9000	1.307	0.156	4.893	5
9075	1.240	0.155	5.040	6
9150	0.427	0.149	5.880	6
9225	0.413	0.142	6.000	6
9300	0.440	0.150	6.000	6
9375	0.440	0.148	6.000	6
9450	0.507	0.151	5.973	6
9525	0.573	0.150	5.920	6
9600	0.547	0.154	5.987	6
9675	0.533	0.157	5.800	6
9750	0.560	0.162	6.000	6
9825	0.587	0.156	6.000	6
9900	0.587	0.154	6.000	6
9975	0.627	0.151	6.000	6
10050	0.653	0.147	5.907	6

Run 2
150	2.960	0.120	1.280	2
225	3.067	0.121	1.960	2
300	3.093	0.123	1.960	2
375	3.213	0.123	1.960	2
450	3.200	0.121	2.000	2
525	3.093	0.121	1.987	2
600	3.027	0.118	2.000	2
675	3.053	0.120	2.000	2
750	2.893	0.120	2.000	2
825	2.987	0.119	1.973	2
900	2.893	0.118	2.000	2
975	2.933	0.116	2.000	2
1050	2.933	0.116	1.987	2
1125	2.920	0.117	1.987	2
1200	2.827	0.116	1.973	2
1275	2.720	0.115	2.000	2
1350	2.520	0.114	2.000	2
1425	2.560	0.117	1.973	2
1500	2.587	0.120	2.000	2
1575	2.880	0.121	1.973	3
1650	2.227	0.113	2.653	3
1725	2.053	0.110	2.947	3
1800	2.107	0.109	2.960	3
1875	2.067	0.110	3.000	3
1950	2.107	0.113	3.000	3
2025	2.187	0.111	3.000	3
2100	2.067	0.110	3.000	3
2175	2.120	0.114	2.960	3
2250	2.067	0.117	3.000	3
2325	2.147	0.117	3.000	3
2400	1.773	0.114	3.000	3
2475	1.853	0.111	3.000	3
2550	1.760	0.111	3.000	3
2625	1.813	0.106	3.000	3
2700	1.880	0.105	3.000	3
2775	1.787	0.100	2.960	3
2850	2.000	0.101	3.000	3
2925	2.200	0.099	3.000	3
3000	2.160	0.106	3.000	3
3075	2.213	0.108	2.987	3
3150	2.200	0.107	3.000	3
3225	2.387	0.104	3.000	3
3300	2.613	0.103	3.000	3
3375	2.720	0.102	2.960	3
3450	2.707	0.101	3.000	3
3525	2.640	0.099	3.000	3
3600	2.627	0.103	3.000	3
3675	2.400	0.103	3.000	3
3750	2.213	0.111	2.933	3
3825	2.320	0.109	3.000	3
3900	2.173	0.106	2.933	3
3975	2.147	0.101	2.960	3
4050	2.053	0.102	2.973	3
4125	1.867	0.105	3.000	3
4200	1.947	0.101	3.000	3
4275	1.920	0.101	3.000	3
4350	1.907	0.101	2.960	3
4425	1.787	0.102	3.000	3
4500	1.720	0.107	2.973	3
4575	1.653	0.102	2.960	3
4650	1.560	0.091	3.000	3
4725	1.533	0.091	2.987	3
