Result Log

Run 1
150	3.000	2.453	6
225	3.013	4.307	6
300	2.920	5.853	11
375	3.000	8.000	11
450	3.013	8.773	11
525	3.053	8.747	11
600	3.093	10.933	11
675	2.973	11.000	11
750	2.960	11.000	11
825	3.067	11.000	11
900	3.093	11.000	11
975	2.987	11.000	11
1050	2.920	10.880	11
1125	2.787	10.973	11
1200	3.133	10.853	11
1275	3.040	9.213	11
1350	3.013	11.000	11
1425	2.867	10.773	11
1500	2.707	11.000	11
1575	2.720	10.827	11
1650	2.920	8.800	11
1725	2.613	10.853	11
1800	2.707	11.000	11
1875	2.733	10.987	11
1950	2.827	11.000	11
2025	2.933	11.000	11
2100	2.800	11.000	11
2175	2.813	10.973	11
2250	2.800	11.000	11
2325	2.573	11.000	11
2400	2.413	11.000	11
2475	2.467	10.987	11
2550	2.413	10.813	11
2625	2.280	10.800	11
2700	2.427	10.707	11
2775	2.587	10.987	11
2850	2.627	10.893	11
2925	2.813	11.000	11
3000	2.493	9.133	11
3075	2.493	11.000	11
3150	2.787	9.333	11
3225	2.867	11.000	11
3300	2.520	10.853	11
3375	2.387	10.933	11
3450	2.280	10.787	11
3525	2.347	11.000	11
3600	2.573	9.093	11
3675	2.467	10.987	11
3750	2.120	10.867	11
3825	1.893	11.000	11
3900	1.907	10.827	11
3975	1.640	10.907	11
4050	1.640	11.000	11
4125	1.827	11.000	11
4200	1.827	11.000	11
4275	2.253	10.853	11
4350	1.907	11.000	11
4425	1.933	11.000	11
4500	1.493	11.000	11
4575	1.400	11.000	11
4650	1.227	10.920	11
4725	1.253	11.000	11
4800	1.280	10.960	11
4875	1.293	10.827	11
4950	1.347	11.000	11
5025	1.413	11.000	11
5100	1.453	10.667	11
5175	1.560	10.973	11
5250	1.600	11.000	11
5325	1.453	10.880	11
5400	1.493	10.987	11
5475	1.427	10.933	11
5550	1.733	11.000	11
5625	1.387	10.907	11
5700	1.253	11.000	11
5775	1.120	10.987	11
5850	1.053	10.880	11
5925	1.093	10.853	11
6000	1.213	10.893	11
6075	1.267	10.947	11
6150	1.280	10.760	11
6225	1.333	11.000	11
6300	1.347	10.853	11
6375	1.240	11.000	11
6450	1.133	11.000	11
6525	1.107	10.907	11
6600	0.773	10.853	11
6675	0.867	10.987	11
6750	0.867	10.880	11
6825	0.720	10.853	11
6900	0.827	11.000	11
6975	0.973	11.000	11
7050	0.853	11.000	11
7125	0.733	10.773	11
7200	0.640	11.000	11
7275	0.720	8.920	11
7350	0.827	10.947	11
7425	0.933	10.760	11
7500	0.933	11.000	11
7575	0.880	10.973	11
7650	0.880	10.853	11
7725	0.773	10.987	11
7800	0.680	11.000	11
7875	1.080	11.000	11
7950	0.933	11.000	11
8025	0.973	11.000	11
8100	1.200	11.000	11
8175	1.213	11.000	11
8250	0.973	10.893	11
8325	1.133	11.000	11
8400	1.200	10.853	11
8475	1.520	10.707	11
8550	1.267	11.000	11
8625	1.400	11.000	11
8700	1.507	9.133	11
