Result Log

Run 1
150	1.000	3.067	5
225	1.000	4.600	5
300	1.000	4.613	5
375	1.000	4.907	5
450	1.000	4.947	5
525	1.000	4.880	5
600	1.000	4.840	5
675	1.000	4.867	5
750	1.000	4.973	5
825	1.000	4.960	5
900	1.000	4.827	5
975	1.000	4.787	5
1050	1.000	4.853	5
1125	1.000	4.853	5
1200	1.000	4.667	5
1275	1.000	4.907	5
1350	1.000	4.853	5
1425	1.000	4.867	5
1500	1.000	4.893	5
1575	1.000	4.920	5
1650	1.000	4.733	5
1725	1.000	4.867	5
1800	1.000	4.733	5
1875	1.000	4.733	5
1950	1.000	4.947	5
2025	1.000	4.867	5
2100	1.000	4.733	5
2175	1.000	4.827	5
2250	1.000	4.787	5
2325	1.000	4.947	5
2400	1.000	4.840	5
2475	1.000	4.933	5
2550	1.000	4.920	5
2625	1.000	4.773	5
2700	1.000	4.880	5
2775	1.000	4.907	5
2850	1.000	4.947	5
2925	1.000	4.760	5
3000	1.000	4.907	5
3075	1.000	4.827	5
3150	1.000	4.707	5
3225	1.000	4.933	5
3300	1.000	4.867	5
3375	1.000	4.813	5
3450	1.000	4.813	5
3525	1.000	4.733	5
3600	1.000	4.960	5
3675	1.000	4.853	5
3750	1.000	4.920	5
3825	1.000	4.907	5
3900	1.000	4.827	5
3975	1.000	4.853	5
4050	1.000	4.947	5
4125	1.000	4.800	5
4200	1.000	4.760	5
4275	1.000	4.840	5
4350	1.000	4.920	5
4425	1.000	4.907	5
4500	1.000	4.893	5
4575	1.000	4.640	5
4650	1.000	4.960	5
4725	1.000	4.867	5
4800	1.000	4.920	5
4875	1.000	4.827	5
4950	1.000	4.973	5
5025	1.000	4.880	5
5100	1.000	4.747	5
5175	1.000	4.880	5
5250	1.000	4.840	5
5325	1.000	4.907	5
5400	1.000	4.880	5
5475	1.000	4.813	5
5550	1.000	4.907	5
5625	1.000	4.693	5
5700	1.000	4.933	5
5775	1.000	4.840	5
5850	1.000	4.840	5
5925	1.000	4.733	5
6000	1.000	4.987	5
